persona_id,age_group_name,country,date,state,staying_days,prev_state
0,15_to_24,Argentina,2021-06-29,M,66,M
1,15_to_24,Argentina,2021-06-29,M,82,M
2,15_to_24,Argentina,2021-06-29,M,69,M
3,15_to_24,Argentina,2021-06-29,M,67,M
4,15_to_24,Argentina,2021-06-29,M,69,M
5,15_to_24,Argentina,2021-06-29,M,69,M
0,25_to_64,Argentina,2021-06-29,M,77,M
1,25_to_64,Argentina,2021-06-29,M,69,M
2,25_to_64,Argentina,2021-06-29,M,84,M
3,25_to_64,Argentina,2021-06-29,M,68,M
4,25_to_64,Argentina,2021-06-29,M,82,M
5,25_to_64,Argentina,2021-06-29,M,69,M
6,25_to_64,Argentina,2021-06-29,M,69,M
7,25_to_64,Argentina,2021-06-29,M,78,M
8,25_to_64,Argentina,2021-06-29,M,68,M
9,25_to_64,Argentina,2021-06-29,D,0,D
10,25_to_64,Argentina,2021-06-29,M,54,M
11,25_to_64,Argentina,2021-06-29,M,79,M
12,25_to_64,Argentina,2021-06-29,M,69,M
13,25_to_64,Argentina,2021-06-29,M,81,M
14,25_to_64,Argentina,2021-06-29,M,84,M
15,25_to_64,Argentina,2021-06-29,M,69,M
16,25_to_64,Argentina,2021-06-29,M,66,M
17,25_to_64,Argentina,2021-06-29,M,83,M
18,25_to_64,Argentina,2021-06-29,D,0,D
19,25_to_64,Argentina,2021-06-29,M,82,M
20,25_to_64,Argentina,2021-06-29,M,68,M
0,over_65,Argentina,2021-06-29,M,68,M
1,over_65,Argentina,2021-06-29,M,82,M
2,over_65,Argentina,2021-06-29,D,0,D
3,over_65,Argentina,2021-06-29,M,69,M
4,over_65,Argentina,2021-06-29,M,69,M
0,less_5,Argentina,2021-06-30,M,70,M
1,less_5,Argentina,2021-06-30,M,52,M
2,less_5,Argentina,2021-06-30,M,78,M
0,5_to_14,Argentina,2021-06-30,M,48,M
1,5_to_14,Argentina,2021-06-30,M,68,M
2,5_to_14,Argentina,2021-06-30,M,69,M
3,5_to_14,Argentina,2021-06-30,M,76,M
4,5_to_14,Argentina,2021-06-30,M,64,M
5,5_to_14,Argentina,2021-06-30,M,54,M
6,5_to_14,Argentina,2021-06-30,M,80,M
0,15_to_24,Argentina,2021-06-30,M,67,M
1,15_to_24,Argentina,2021-06-30,M,83,M
2,15_to_24,Argentina,2021-06-30,M,70,M
3,15_to_24,Argentina,2021-06-30,M,68,M
4,15_to_24,Argentina,2021-06-30,M,70,M
5,15_to_24,Argentina,2021-06-30,M,70,M
0,25_to_64,Argentina,2021-06-30,M,78,M
1,25_to_64,Argentina,2021-06-30,M,70,M
2,25_to_64,Argentina,2021-06-30,M,85,M
3,25_to_64,Argentina,2021-06-30,M,69,M
4,25_to_64,Argentina,2021-06-30,M,83,M
5,25_to_64,Argentina,2021-06-30,M,70,M
6,25_to_64,Argentina,2021-06-30,M,70,M
7,25_to_64,Argentina,2021-06-30,M,79,M
8,25_to_64,Argentina,2021-06-30,M,69,M
9,25_to_64,Argentina,2021-06-30,D,0,D
10,25_to_64,Argentina,2021-06-30,M,55,M
11,25_to_64,Argentina,2021-06-30,M,80,M
12,25_to_64,Argentina,2021-06-30,M,70,M
13,25_to_64,Argentina,2021-06-30,M,82,M
14,25_to_64,Argentina,2021-06-30,M,85,M
15,25_to_64,Argentina,2021-06-30,M,70,M
16,25_to_64,Argentina,2021-06-30,M,67,M
17,25_to_64,Argentina,2021-06-30,M,84,M
18,25_to_64,Argentina,2021-06-30,D,0,D
19,25_to_64,Argentina,2021-06-30,M,83,M
20,25_to_64,Argentina,2021-06-30,M,69,M
0,over_65,Argentina,2021-06-30,M,69,M
1,over_65,Argentina,2021-06-30,M,83,M
2,over_65,Argentina,2021-06-30,D,0,D
3,over_65,Argentina,2021-06-30,M,70,M
4,over_65,Argentina,2021-06-30,M,70,M
0,less_5,Argentina,2021-07-01,M,71,M
1,less_5,Argentina,2021-07-01,M,53,M
2,less_5,Argentina,2021-07-01,M,79,M
0,5_to_14,Argentina,2021-07-01,M,49,M
1,5_to_14,Argentina,2021-07-01,M,69,M
2,5_to_14,Argentina,2021-07-01,M,70,M
3,5_to_14,Argentina,2021-07-01,M,77,M
4,5_to_14,Argentina,2021-07-01,M,65,M
5,5_to_14,Argentina,2021-07-01,M,55,M
6,5_to_14,Argentina,2021-07-01,M,81,M
0,15_to_24,Argentina,2021-07-01,M,68,M
1,15_to_24,Argentina,2021-07-01,M,84,M
2,15_to_24,Argentina,2021-07-01,M,71,M
3,15_to_24,Argentina,2021-07-01,M,69,M
4,15_to_24,Argentina,2021-07-01,M,71,M
5,15_to_24,Argentina,2021-07-01,M,71,M
0,25_to_64,Argentina,2021-07-01,M,79,M
1,25_to_64,Argentina,2021-07-01,M,71,M
2,25_to_64,Argentina,2021-07-01,M,86,M
3,25_to_64,Argentina,2021-07-01,M,70,M
4,25_to_64,Argentina,2021-07-01,M,84,M
5,25_to_64,Argentina,2021-07-01,M,71,M
6,25_to_64,Argentina,2021-07-01,M,71,M
7,25_to_64,Argentina,2021-07-01,M,80,M
8,25_to_64,Argentina,2021-07-01,M,70,M
9,25_to_64,Argentina,2021-07-01,D,0,D
10,25_to_64,Argentina,2021-07-01,M,56,M
11,25_to_64,Argentina,2021-07-01,M,81,M
12,25_to_64,Argentina,2021-07-01,M,71,M
13,25_to_64,Argentina,2021-07-01,M,83,M
14,25_to_64,Argentina,2021-07-01,M,86,M
15,25_to_64,Argentina,2021-07-01,M,71,M
16,25_to_64,Argentina,2021-07-01,M,68,M
17,25_to_64,Argentina,2021-07-01,M,85,M
18,25_to_64,Argentina,2021-07-01,D,0,D
19,25_to_64,Argentina,2021-07-01,M,84,M
20,25_to_64,Argentina,2021-07-01,M,70,M
0,over_65,Argentina,2021-07-01,M,70,M
1,over_65,Argentina,2021-07-01,M,84,M
2,over_65,Argentina,2021-07-01,D,0,D
3,over_65,Argentina,2021-07-01,M,71,M
4,over_65,Argentina,2021-07-01,M,71,M
0,less_5,Argentina,2021-07-02,M,72,M
1,less_5,Argentina,2021-07-02,M,54,M
2,less_5,Argentina,2021-07-02,M,80,M
0,5_to_14,Argentina,2021-07-02,M,50,M
1,5_to_14,Argentina,2021-07-02,M,70,M
2,5_to_14,Argentina,2021-07-02,M,71,M
3,5_to_14,Argentina,2021-07-02,M,78,M
4,5_to_14,Argentina,2021-07-02,M,66,M
5,5_to_14,Argentina,2021-07-02,M,56,M
6,5_to_14,Argentina,2021-07-02,M,82,M
0,15_to_24,Argentina,2021-07-02,M,69,M
1,15_to_24,Argentina,2021-07-02,M,85,M
2,15_to_24,Argentina,2021-07-02,M,72,M
3,15_to_24,Argentina,2021-07-02,M,70,M
4,15_to_24,Argentina,2021-07-02,M,72,M
5,15_to_24,Argentina,2021-07-02,M,72,M
0,25_to_64,Argentina,2021-07-02,M,80,M
1,25_to_64,Argentina,2021-07-02,M,72,M
2,25_to_64,Argentina,2021-07-02,M,87,M
3,25_to_64,Argentina,2021-07-02,M,71,M
4,25_to_64,Argentina,2021-07-02,M,85,M
5,25_to_64,Argentina,2021-07-02,M,72,M
6,25_to_64,Argentina,2021-07-02,M,72,M
7,25_to_64,Argentina,2021-07-02,M,81,M
8,25_to_64,Argentina,2021-07-02,M,71,M
9,25_to_64,Argentina,2021-07-02,D,0,D
10,25_to_64,Argentina,2021-07-02,M,57,M
11,25_to_64,Argentina,2021-07-02,M,82,M
12,25_to_64,Argentina,2021-07-02,M,72,M
13,25_to_64,Argentina,2021-07-02,M,84,M
14,25_to_64,Argentina,2021-07-02,M,87,M
15,25_to_64,Argentina,2021-07-02,M,72,M
16,25_to_64,Argentina,2021-07-02,M,69,M
17,25_to_64,Argentina,2021-07-02,M,86,M
18,25_to_64,Argentina,2021-07-02,D,0,D
19,25_to_64,Argentina,2021-07-02,M,85,M
20,25_to_64,Argentina,2021-07-02,M,71,M
0,over_65,Argentina,2021-07-02,M,71,M
1,over_65,Argentina,2021-07-02,M,85,M
2,over_65,Argentina,2021-07-02,D,0,D
3,over_65,Argentina,2021-07-02,M,72,M
4,over_65,Argentina,2021-07-02,M,72,M
0,less_5,Argentina,2021-07-03,M,73,M
1,less_5,Argentina,2021-07-03,M,55,M
2,less_5,Argentina,2021-07-03,M,81,M
0,5_to_14,Argentina,2021-07-03,M,51,M
1,5_to_14,Argentina,2021-07-03,M,71,M
2,5_to_14,Argentina,2021-07-03,M,72,M
3,5_to_14,Argentina,2021-07-03,M,79,M
4,5_to_14,Argentina,2021-07-03,M,67,M
5,5_to_14,Argentina,2021-07-03,M,57,M
6,5_to_14,Argentina,2021-07-03,M,83,M
0,15_to_24,Argentina,2021-07-03,M,70,M
1,15_to_24,Argentina,2021-07-03,M,86,M
2,15_to_24,Argentina,2021-07-03,M,73,M
3,15_to_24,Argentina,2021-07-03,M,71,M
4,15_to_24,Argentina,2021-07-03,M,73,M
5,15_to_24,Argentina,2021-07-03,M,73,M
0,25_to_64,Argentina,2021-07-03,M,81,M
1,25_to_64,Argentina,2021-07-03,M,73,M
2,25_to_64,Argentina,2021-07-03,M,88,M
3,25_to_64,Argentina,2021-07-03,M,72,M
4,25_to_64,Argentina,2021-07-03,M,86,M
5,25_to_64,Argentina,2021-07-03,M,73,M
6,25_to_64,Argentina,2021-07-03,M,73,M
7,25_to_64,Argentina,2021-07-03,M,82,M
8,25_to_64,Argentina,2021-07-03,M,72,M
9,25_to_64,Argentina,2021-07-03,D,0,D
10,25_to_64,Argentina,2021-07-03,M,58,M
11,25_to_64,Argentina,2021-07-03,M,83,M
12,25_to_64,Argentina,2021-07-03,M,73,M
13,25_to_64,Argentina,2021-07-03,M,85,M
14,25_to_64,Argentina,2021-07-03,M,88,M
15,25_to_64,Argentina,2021-07-03,M,73,M
16,25_to_64,Argentina,2021-07-03,M,70,M
17,25_to_64,Argentina,2021-07-03,M,87,M
18,25_to_64,Argentina,2021-07-03,D,0,D
19,25_to_64,Argentina,2021-07-03,M,86,M
20,25_to_64,Argentina,2021-07-03,M,72,M
0,over_65,Argentina,2021-07-03,M,72,M
1,over_65,Argentina,2021-07-03,M,86,M
2,over_65,Argentina,2021-07-03,D,0,D
3,over_65,Argentina,2021-07-03,M,73,M
4,over_65,Argentina,2021-07-03,M,73,M
0,less_5,Argentina,2021-07-04,M,74,M
1,less_5,Argentina,2021-07-04,M,56,M
2,less_5,Argentina,2021-07-04,M,82,M
0,5_to_14,Argentina,2021-07-04,M,52,M
1,5_to_14,Argentina,2021-07-04,M,72,M
2,5_to_14,Argentina,2021-07-04,M,73,M
3,5_to_14,Argentina,2021-07-04,M,80,M
4,5_to_14,Argentina,2021-07-04,M,68,M
5,5_to_14,Argentina,2021-07-04,M,58,M
6,5_to_14,Argentina,2021-07-04,M,84,M
0,15_to_24,Argentina,2021-07-04,M,71,M
1,15_to_24,Argentina,2021-07-04,M,87,M
2,15_to_24,Argentina,2021-07-04,M,74,M
3,15_to_24,Argentina,2021-07-04,M,72,M
4,15_to_24,Argentina,2021-07-04,M,74,M
5,15_to_24,Argentina,2021-07-04,M,74,M
0,25_to_64,Argentina,2021-07-04,M,82,M
1,25_to_64,Argentina,2021-07-04,M,74,M
2,25_to_64,Argentina,2021-07-04,M,89,M
3,25_to_64,Argentina,2021-07-04,M,73,M
4,25_to_64,Argentina,2021-07-04,M,87,M
5,25_to_64,Argentina,2021-07-04,M,74,M
6,25_to_64,Argentina,2021-07-04,M,74,M
7,25_to_64,Argentina,2021-07-04,M,83,M
8,25_to_64,Argentina,2021-07-04,M,73,M
9,25_to_64,Argentina,2021-07-04,D,0,D
10,25_to_64,Argentina,2021-07-04,M,59,M
11,25_to_64,Argentina,2021-07-04,M,84,M
12,25_to_64,Argentina,2021-07-04,M,74,M
13,25_to_64,Argentina,2021-07-04,M,86,M
14,25_to_64,Argentina,2021-07-04,M,89,M
15,25_to_64,Argentina,2021-07-04,M,74,M
16,25_to_64,Argentina,2021-07-04,M,71,M
17,25_to_64,Argentina,2021-07-04,M,88,M
18,25_to_64,Argentina,2021-07-04,D,0,D
19,25_to_64,Argentina,2021-07-04,M,87,M
20,25_to_64,Argentina,2021-07-04,M,73,M
0,over_65,Argentina,2021-07-04,M,73,M
1,over_65,Argentina,2021-07-04,M,87,M
2,over_65,Argentina,2021-07-04,D,0,D
3,over_65,Argentina,2021-07-04,M,74,M
4,over_65,Argentina,2021-07-04,M,74,M
0,less_5,Argentina,2021-07-05,M,75,M
1,less_5,Argentina,2021-07-05,M,57,M
2,less_5,Argentina,2021-07-05,M,83,M
0,5_to_14,Argentina,2021-07-05,M,53,M
1,5_to_14,Argentina,2021-07-05,M,73,M
2,5_to_14,Argentina,2021-07-05,M,74,M
3,5_to_14,Argentina,2021-07-05,M,81,M
4,5_to_14,Argentina,2021-07-05,M,69,M
5,5_to_14,Argentina,2021-07-05,M,59,M
6,5_to_14,Argentina,2021-07-05,M,85,M
0,15_to_24,Argentina,2021-07-05,M,72,M
1,15_to_24,Argentina,2021-07-05,M,88,M
2,15_to_24,Argentina,2021-07-05,M,75,M
3,15_to_24,Argentina,2021-07-05,M,73,M
4,15_to_24,Argentina,2021-07-05,M,75,M
5,15_to_24,Argentina,2021-07-05,M,75,M
0,25_to_64,Argentina,2021-07-05,M,83,M
1,25_to_64,Argentina,2021-07-05,M,75,M
2,25_to_64,Argentina,2021-07-05,M,90,M
3,25_to_64,Argentina,2021-07-05,M,74,M
4,25_to_64,Argentina,2021-07-05,M,88,M
5,25_to_64,Argentina,2021-07-05,M,75,M
6,25_to_64,Argentina,2021-07-05,M,75,M
7,25_to_64,Argentina,2021-07-05,M,84,M
8,25_to_64,Argentina,2021-07-05,M,74,M
9,25_to_64,Argentina,2021-07-05,D,0,D
10,25_to_64,Argentina,2021-07-05,M,60,M
11,25_to_64,Argentina,2021-07-05,M,85,M
12,25_to_64,Argentina,2021-07-05,M,75,M
13,25_to_64,Argentina,2021-07-05,M,87,M
14,25_to_64,Argentina,2021-07-05,M,90,M
15,25_to_64,Argentina,2021-07-05,M,75,M
16,25_to_64,Argentina,2021-07-05,M,72,M
17,25_to_64,Argentina,2021-07-05,M,89,M
18,25_to_64,Argentina,2021-07-05,D,0,D
19,25_to_64,Argentina,2021-07-05,M,88,M
20,25_to_64,Argentina,2021-07-05,M,74,M
0,over_65,Argentina,2021-07-05,M,74,M
1,over_65,Argentina,2021-07-05,M,88,M
2,over_65,Argentina,2021-07-05,D,0,D
3,over_65,Argentina,2021-07-05,M,75,M
4,over_65,Argentina,2021-07-05,M,75,M
0,less_5,Argentina,2021-07-06,M,76,M
1,less_5,Argentina,2021-07-06,M,58,M
2,less_5,Argentina,2021-07-06,M,84,M
0,5_to_14,Argentina,2021-07-06,M,54,M
1,5_to_14,Argentina,2021-07-06,M,74,M
2,5_to_14,Argentina,2021-07-06,M,75,M
3,5_to_14,Argentina,2021-07-06,M,82,M
4,5_to_14,Argentina,2021-07-06,M,70,M
5,5_to_14,Argentina,2021-07-06,M,60,M
6,5_to_14,Argentina,2021-07-06,M,86,M
0,15_to_24,Argentina,2021-07-06,M,73,M
1,15_to_24,Argentina,2021-07-06,M,89,M
2,15_to_24,Argentina,2021-07-06,M,76,M
3,15_to_24,Argentina,2021-07-06,M,74,M
4,15_to_24,Argentina,2021-07-06,M,76,M
5,15_to_24,Argentina,2021-07-06,M,76,M
0,25_to_64,Argentina,2021-07-06,M,84,M
1,25_to_64,Argentina,2021-07-06,M,76,M
2,25_to_64,Argentina,2021-07-06,M,91,M
3,25_to_64,Argentina,2021-07-06,M,75,M
4,25_to_64,Argentina,2021-07-06,M,89,M
5,25_to_64,Argentina,2021-07-06,M,76,M
6,25_to_64,Argentina,2021-07-06,M,76,M
7,25_to_64,Argentina,2021-07-06,M,85,M
8,25_to_64,Argentina,2021-07-06,M,75,M
9,25_to_64,Argentina,2021-07-06,D,0,D
10,25_to_64,Argentina,2021-07-06,M,61,M
11,25_to_64,Argentina,2021-07-06,M,86,M
12,25_to_64,Argentina,2021-07-06,M,76,M
13,25_to_64,Argentina,2021-07-06,M,88,M
14,25_to_64,Argentina,2021-07-06,M,91,M
15,25_to_64,Argentina,2021-07-06,M,76,M
16,25_to_64,Argentina,2021-07-06,M,73,M
17,25_to_64,Argentina,2021-07-06,M,90,M
18,25_to_64,Argentina,2021-07-06,D,0,D
19,25_to_64,Argentina,2021-07-06,M,89,M
20,25_to_64,Argentina,2021-07-06,M,75,M
0,over_65,Argentina,2021-07-06,M,75,M
1,over_65,Argentina,2021-07-06,M,89,M
2,over_65,Argentina,2021-07-06,D,0,D
3,over_65,Argentina,2021-07-06,M,76,M
4,over_65,Argentina,2021-07-06,M,76,M
0,less_5,Argentina,2021-07-07,M,77,M
1,less_5,Argentina,2021-07-07,M,59,M
2,less_5,Argentina,2021-07-07,M,85,M
0,5_to_14,Argentina,2021-07-07,M,55,M
1,5_to_14,Argentina,2021-07-07,M,75,M
2,5_to_14,Argentina,2021-07-07,M,76,M
3,5_to_14,Argentina,2021-07-07,M,83,M
4,5_to_14,Argentina,2021-07-07,M,71,M
5,5_to_14,Argentina,2021-07-07,M,61,M
6,5_to_14,Argentina,2021-07-07,M,87,M
0,15_to_24,Argentina,2021-07-07,M,74,M
1,15_to_24,Argentina,2021-07-07,M,90,M
2,15_to_24,Argentina,2021-07-07,M,77,M
3,15_to_24,Argentina,2021-07-07,M,75,M
4,15_to_24,Argentina,2021-07-07,M,77,M
5,15_to_24,Argentina,2021-07-07,M,77,M
0,25_to_64,Argentina,2021-07-07,M,85,M
1,25_to_64,Argentina,2021-07-07,M,77,M
2,25_to_64,Argentina,2021-07-07,M,92,M
3,25_to_64,Argentina,2021-07-07,M,76,M
4,25_to_64,Argentina,2021-07-07,M,90,M
5,25_to_64,Argentina,2021-07-07,M,77,M
6,25_to_64,Argentina,2021-07-07,M,77,M
7,25_to_64,Argentina,2021-07-07,M,86,M
8,25_to_64,Argentina,2021-07-07,M,76,M
9,25_to_64,Argentina,2021-07-07,D,0,D
10,25_to_64,Argentina,2021-07-07,M,62,M
11,25_to_64,Argentina,2021-07-07,M,87,M
12,25_to_64,Argentina,2021-07-07,M,77,M
13,25_to_64,Argentina,2021-07-07,M,89,M
14,25_to_64,Argentina,2021-07-07,M,92,M
15,25_to_64,Argentina,2021-07-07,M,77,M
16,25_to_64,Argentina,2021-07-07,M,74,M
17,25_to_64,Argentina,2021-07-07,M,91,M
18,25_to_64,Argentina,2021-07-07,D,0,D
19,25_to_64,Argentina,2021-07-07,M,90,M
20,25_to_64,Argentina,2021-07-07,M,76,M
0,over_65,Argentina,2021-07-07,M,76,M
1,over_65,Argentina,2021-07-07,M,90,M
2,over_65,Argentina,2021-07-07,D,0,D
3,over_65,Argentina,2021-07-07,M,77,M
4,over_65,Argentina,2021-07-07,M,77,M
0,less_5,Argentina,2021-07-08,M,78,M
1,less_5,Argentina,2021-07-08,M,60,M
2,less_5,Argentina,2021-07-08,M,86,M
0,5_to_14,Argentina,2021-07-08,M,56,M
1,5_to_14,Argentina,2021-07-08,M,76,M
2,5_to_14,Argentina,2021-07-08,M,77,M
3,5_to_14,Argentina,2021-07-08,M,84,M
4,5_to_14,Argentina,2021-07-08,M,72,M
5,5_to_14,Argentina,2021-07-08,M,62,M
6,5_to_14,Argentina,2021-07-08,M,88,M
0,15_to_24,Argentina,2021-07-08,M,75,M
1,15_to_24,Argentina,2021-07-08,M,91,M
2,15_to_24,Argentina,2021-07-08,M,78,M
3,15_to_24,Argentina,2021-07-08,M,76,M
4,15_to_24,Argentina,2021-07-08,M,78,M
5,15_to_24,Argentina,2021-07-08,M,78,M
0,25_to_64,Argentina,2021-07-08,M,86,M
1,25_to_64,Argentina,2021-07-08,M,78,M
2,25_to_64,Argentina,2021-07-08,M,93,M
3,25_to_64,Argentina,2021-07-08,M,77,M
4,25_to_64,Argentina,2021-07-08,M,91,M
5,25_to_64,Argentina,2021-07-08,M,78,M
6,25_to_64,Argentina,2021-07-08,M,78,M
7,25_to_64,Argentina,2021-07-08,M,87,M
8,25_to_64,Argentina,2021-07-08,M,77,M
9,25_to_64,Argentina,2021-07-08,D,0,D
10,25_to_64,Argentina,2021-07-08,M,63,M
11,25_to_64,Argentina,2021-07-08,M,88,M
12,25_to_64,Argentina,2021-07-08,M,78,M
13,25_to_64,Argentina,2021-07-08,M,90,M
14,25_to_64,Argentina,2021-07-08,M,93,M
15,25_to_64,Argentina,2021-07-08,M,78,M
16,25_to_64,Argentina,2021-07-08,M,75,M
17,25_to_64,Argentina,2021-07-08,M,92,M
18,25_to_64,Argentina,2021-07-08,D,0,D
19,25_to_64,Argentina,2021-07-08,M,91,M
20,25_to_64,Argentina,2021-07-08,M,77,M
0,over_65,Argentina,2021-07-08,M,77,M
1,over_65,Argentina,2021-07-08,M,91,M
2,over_65,Argentina,2021-07-08,D,0,D
3,over_65,Argentina,2021-07-08,M,78,M
4,over_65,Argentina,2021-07-08,M,78,M
0,less_5,Argentina,2021-07-09,M,79,M
1,less_5,Argentina,2021-07-09,M,61,M
2,less_5,Argentina,2021-07-09,M,87,M
0,5_to_14,Argentina,2021-07-09,M,57,M
1,5_to_14,Argentina,2021-07-09,M,77,M
2,5_to_14,Argentina,2021-07-09,M,78,M
3,5_to_14,Argentina,2021-07-09,M,85,M
4,5_to_14,Argentina,2021-07-09,M,73,M
5,5_to_14,Argentina,2021-07-09,M,63,M
6,5_to_14,Argentina,2021-07-09,M,89,M
0,15_to_24,Argentina,2021-07-09,M,76,M
1,15_to_24,Argentina,2021-07-09,M,92,M
2,15_to_24,Argentina,2021-07-09,M,79,M
3,15_to_24,Argentina,2021-07-09,M,77,M
4,15_to_24,Argentina,2021-07-09,M,79,M
5,15_to_24,Argentina,2021-07-09,M,79,M
0,25_to_64,Argentina,2021-07-09,M,87,M
1,25_to_64,Argentina,2021-07-09,M,79,M
2,25_to_64,Argentina,2021-07-09,M,94,M
3,25_to_64,Argentina,2021-07-09,M,78,M
4,25_to_64,Argentina,2021-07-09,M,92,M
5,25_to_64,Argentina,2021-07-09,M,79,M
6,25_to_64,Argentina,2021-07-09,M,79,M
7,25_to_64,Argentina,2021-07-09,M,88,M
8,25_to_64,Argentina,2021-07-09,M,78,M
9,25_to_64,Argentina,2021-07-09,D,0,D
10,25_to_64,Argentina,2021-07-09,M,64,M
11,25_to_64,Argentina,2021-07-09,M,89,M
12,25_to_64,Argentina,2021-07-09,M,79,M
13,25_to_64,Argentina,2021-07-09,M,91,M
14,25_to_64,Argentina,2021-07-09,M,94,M
15,25_to_64,Argentina,2021-07-09,M,79,M
16,25_to_64,Argentina,2021-07-09,M,76,M
17,25_to_64,Argentina,2021-07-09,M,93,M
18,25_to_64,Argentina,2021-07-09,D,0,D
19,25_to_64,Argentina,2021-07-09,M,92,M
20,25_to_64,Argentina,2021-07-09,M,78,M
0,over_65,Argentina,2021-07-09,M,78,M
1,over_65,Argentina,2021-07-09,M,92,M
2,over_65,Argentina,2021-07-09,D,0,D
3,over_65,Argentina,2021-07-09,M,79,M
4,over_65,Argentina,2021-07-09,M,79,M
0,less_5,Argentina,2021-07-10,M,80,M
1,less_5,Argentina,2021-07-10,M,62,M
2,less_5,Argentina,2021-07-10,M,88,M
0,5_to_14,Argentina,2021-07-10,M,58,M
1,5_to_14,Argentina,2021-07-10,M,78,M
2,5_to_14,Argentina,2021-07-10,M,79,M
3,5_to_14,Argentina,2021-07-10,M,86,M
4,5_to_14,Argentina,2021-07-10,M,74,M
5,5_to_14,Argentina,2021-07-10,M,64,M
6,5_to_14,Argentina,2021-07-10,M,90,M
0,15_to_24,Argentina,2021-07-10,M,77,M
1,15_to_24,Argentina,2021-07-10,M,93,M
2,15_to_24,Argentina,2021-07-10,M,80,M
3,15_to_24,Argentina,2021-07-10,M,78,M
4,15_to_24,Argentina,2021-07-10,M,80,M
5,15_to_24,Argentina,2021-07-10,M,80,M
0,25_to_64,Argentina,2021-07-10,M,88,M
1,25_to_64,Argentina,2021-07-10,M,80,M
2,25_to_64,Argentina,2021-07-10,M,95,M
3,25_to_64,Argentina,2021-07-10,M,79,M
4,25_to_64,Argentina,2021-07-10,M,93,M
5,25_to_64,Argentina,2021-07-10,M,80,M
6,25_to_64,Argentina,2021-07-10,M,80,M
7,25_to_64,Argentina,2021-07-10,M,89,M
8,25_to_64,Argentina,2021-07-10,M,79,M
9,25_to_64,Argentina,2021-07-10,D,0,D
10,25_to_64,Argentina,2021-07-10,M,65,M
11,25_to_64,Argentina,2021-07-10,M,90,M
12,25_to_64,Argentina,2021-07-10,M,80,M
13,25_to_64,Argentina,2021-07-10,M,92,M
14,25_to_64,Argentina,2021-07-10,M,95,M
15,25_to_64,Argentina,2021-07-10,M,80,M
16,25_to_64,Argentina,2021-07-10,M,77,M
17,25_to_64,Argentina,2021-07-10,M,94,M
18,25_to_64,Argentina,2021-07-10,D,0,D
19,25_to_64,Argentina,2021-07-10,M,93,M
20,25_to_64,Argentina,2021-07-10,M,79,M
0,over_65,Argentina,2021-07-10,M,79,M
1,over_65,Argentina,2021-07-10,M,93,M
2,over_65,Argentina,2021-07-10,D,0,D
3,over_65,Argentina,2021-07-10,M,80,M
4,over_65,Argentina,2021-07-10,M,80,M
0,less_5,Argentina,2021-07-11,M,81,M
1,less_5,Argentina,2021-07-11,M,63,M
2,less_5,Argentina,2021-07-11,M,89,M
0,5_to_14,Argentina,2021-07-11,M,59,M
1,5_to_14,Argentina,2021-07-11,M,79,M
2,5_to_14,Argentina,2021-07-11,M,80,M
3,5_to_14,Argentina,2021-07-11,M,87,M
4,5_to_14,Argentina,2021-07-11,M,75,M
5,5_to_14,Argentina,2021-07-11,M,65,M
6,5_to_14,Argentina,2021-07-11,M,91,M
0,15_to_24,Argentina,2021-07-11,M,78,M
1,15_to_24,Argentina,2021-07-11,M,94,M
2,15_to_24,Argentina,2021-07-11,M,81,M
3,15_to_24,Argentina,2021-07-11,M,79,M
4,15_to_24,Argentina,2021-07-11,M,81,M
5,15_to_24,Argentina,2021-07-11,M,81,M
0,25_to_64,Argentina,2021-07-11,M,89,M
1,25_to_64,Argentina,2021-07-11,M,81,M
2,25_to_64,Argentina,2021-07-11,M,96,M
3,25_to_64,Argentina,2021-07-11,M,80,M
4,25_to_64,Argentina,2021-07-11,M,94,M
5,25_to_64,Argentina,2021-07-11,M,81,M
6,25_to_64,Argentina,2021-07-11,M,81,M
7,25_to_64,Argentina,2021-07-11,M,90,M
8,25_to_64,Argentina,2021-07-11,M,80,M
9,25_to_64,Argentina,2021-07-11,D,0,D
10,25_to_64,Argentina,2021-07-11,M,66,M
11,25_to_64,Argentina,2021-07-11,M,91,M
12,25_to_64,Argentina,2021-07-11,M,81,M
13,25_to_64,Argentina,2021-07-11,M,93,M
14,25_to_64,Argentina,2021-07-11,M,96,M
15,25_to_64,Argentina,2021-07-11,M,81,M
16,25_to_64,Argentina,2021-07-11,M,78,M
17,25_to_64,Argentina,2021-07-11,M,95,M
18,25_to_64,Argentina,2021-07-11,D,0,D
19,25_to_64,Argentina,2021-07-11,M,94,M
20,25_to_64,Argentina,2021-07-11,M,80,M
0,over_65,Argentina,2021-07-11,M,80,M
1,over_65,Argentina,2021-07-11,M,94,M
2,over_65,Argentina,2021-07-11,D,0,D
3,over_65,Argentina,2021-07-11,M,81,M
4,over_65,Argentina,2021-07-11,M,81,M
0,less_5,Argentina,2021-07-12,M,82,M
1,less_5,Argentina,2021-07-12,M,64,M
2,less_5,Argentina,2021-07-12,M,90,M
0,5_to_14,Argentina,2021-07-12,M,60,M
1,5_to_14,Argentina,2021-07-12,M,80,M
2,5_to_14,Argentina,2021-07-12,M,81,M
3,5_to_14,Argentina,2021-07-12,M,88,M
4,5_to_14,Argentina,2021-07-12,M,76,M
5,5_to_14,Argentina,2021-07-12,M,66,M
